season,league_id,week,bracket,team_a,team_a_id,score_a,team_b,team_b_id,score_b,winner,source_url
2020,26564,8,regular,Wet Serapas,1,140.8,bigballs,2,140.24,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=8
2020,26564,8,regular,Deepest,3,95.84,Good Strongs,7,122.26,Good Strongs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=8
2020,26564,8,regular,Dezbians,4,100.38,FFAmuseBouche,6,168.08,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=8
2020,26564,9,regular,Vaqueros,8,147.1,bigballs,2,154.16,bigballs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=9
2020,26564,9,regular,Wet Serapas,1,134.5,Deepest,3,141.6,Deepest,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=9
2020,26564,9,regular,Dezbians,4,118.58,Good Strongs,7,183.38,Good Strongs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=9
2020,26564,9,regular,DUGASM,5,95.98,FFAmuseBouche,6,145.64,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=9
2020,26564,10,regular,Vaqueros,8,97.5,FFAmuseBouche,6,149.44,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=10
2020,26564,10,regular,Wet Serapas,1,140.06,Dezbians,4,144.06,Dezbians,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=10
2020,26564,10,regular,bigballs,2,115.36,Deepest,3,129.66,Deepest,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=10
2020,26564,10,regular,DUGASM,5,121.94,Good Strongs,7,137.76,Good Strongs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=10
2020,26564,11,regular,Vaqueros,8,133.66,Deepest,3,154.08,Deepest,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=11
2020,26564,11,regular,Wet Serapas,1,147.46,DUGASM,5,116.6,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=11
2020,26564,11,regular,bigballs,2,172.14,Dezbians,4,122.76,bigballs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=11
2020,26564,11,regular,FFAmuseBouche,6,142.6,Good Strongs,7,81.44,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=11
2020,26564,12,regular,Vaqueros,8,126.98,Good Strongs,7,128.12,Good Strongs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=12
2020,26564,12,regular,Wet Serapas,1,181.82,FFAmuseBouche,6,156.16,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=12
2020,26564,12,regular,bigballs,2,212.24,DUGASM,5,102.8,bigballs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=12
2020,26564,12,regular,Deepest,3,114.3,Dezbians,4,160.82,Dezbians,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=12
2020,26564,13,regular,Vaqueros,8,169.34,Dezbians,4,111.12,Vaqueros,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=13
2020,26564,13,regular,Wet Serapas,1,178.78,Good Strongs,7,126.8,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=13
2020,26564,13,regular,bigballs,2,124.52,FFAmuseBouche,6,150.28,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=13
2020,26564,13,regular,Deepest,3,144.56,DUGASM,5,150.02,DUGASM,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=13
2020,26564,14,regular,Vaqueros,8,140.8,Wet Serapas,1,152.2,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=14
2020,26564,14,regular,bigballs,2,177.7,Good Strongs,7,159.1,bigballs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=14
2020,26564,14,regular,Deepest,3,86.04,FFAmuseBouche,6,157.72,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=14
2020,26564,14,regular,Dezbians,4,186.52,DUGASM,5,131.9,Dezbians,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=14
2020,26564,15,championship,Wet Serapas,1,138.62,Good Strongs,7,144.42,Good Strongs,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=15
2020,26564,15,championship,bigballs,2,157.48,FFAmuseBouche,6,160.56,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=15
2020,26564,15,consolation,Vaqueros,8,157.62,Deepest,3,112.26,Vaqueros,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=15
2020,26564,15,consolation,Dezbians,4,170.78,DUGASM,5,150.22,Dezbians,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=15
2020,26564,16,championship,FFAmuseBouche,6,151.06,Good Strongs,7,150.18,FFAmuseBouche,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=16
2020,26564,16,consolation,Vaqueros,8,140.76,Dezbians,4,147.76,Dezbians,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=16
2020,26564,16,consolation,Wet Serapas,1,207.48,bigballs,2,152.6,Wet Serapas,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=16
2020,26564,16,consolation,Deepest,3,142.3,DUGASM,5,133.12,Deepest,https://football.fantasysports.yahoo.com/2020/f1/26564?module=standings&lhst=matchups&matchup_week=16
