season,league_id,week,bracket,team_a,team_a_id,score_a,team_b,team_b_id,score_b,winner,source_url
2024,181730,1,regular,Vaqueros,8,90.76,DUGASM,5,116.3,DUGASM,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=1
2024,181730,1,regular,Wet Serapas,1,157.14,Big Balls,4,126.88,Wet Serapas,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=1
2024,181730,1,regular,Baby Arm,2,140.68,Deepest,3,164.78,Deepest,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=1
2024,181730,1,regular,FFAmuseBouche,6,118.58,Good Strongs,7,142.06,Good Strongs,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=1
2024,181730,2,regular,Vaqueros,8,159.18,Baby Arm,2,87.6,Vaqueros,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=2
2024,181730,2,regular,Wet Serapas,1,159.5,Good Strongs,7,185.4,Good Strongs,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=2
2024,181730,2,regular,Deepest,3,138.82,FFAmuseBouche,6,147.4,FFAmuseBouche,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=2
2024,181730,2,regular,Big Balls,4,160.6,DUGASM,5,104.36,Big Balls,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=2
2024,181730,3,regular,Vaqueros,8,112.62,Deepest,3,113.94,Deepest,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=3
2024,181730,3,regular,Wet Serapas,1,159.74,FFAmuseBouche,6,160.44,FFAmuseBouche,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=3
2024,181730,3,regular,Baby Arm,2,118.12,Big Balls,4,136.02,Big Balls,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=3
2024,181730,3,regular,DUGASM,5,157.44,Good Strongs,7,160.7,Good Strongs,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=3
2024,181730,4,regular,Vaqueros,8,141.84,Big Balls,4,140.28,Vaqueros,https://football.fantasysports.yahoo.com/2024/f1/181730?module=standings&lhst=matchups&matchup_week=4
