season,league_id,week,bracket,team_a,team_a_id,score_a,team_b,team_b_id,score_b,winner,source_url
2018,16765,1,regular,Vaqueros,8,141.2,DUGASM,5,95.28,Vaqueros,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=1
2018,16765,1,regular,Wet Serapas,1,149.7,bigballs,2,182.12,bigballs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=1
2018,16765,1,regular,Deepest,3,158.84,Good Strongs,7,168.28,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=1
2018,16765,1,regular,Dezbians,4,173.56,FFAmuseBouche,6,116.3,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=1
2018,16765,2,regular,Vaqueros,8,126.7,bigballs,2,147.58,bigballs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=2
2018,16765,2,regular,Wet Serapas,1,178.26,Deepest,3,150.32,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=2
2018,16765,2,regular,Dezbians,4,180.84,Good Strongs,7,167.02,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=2
2018,16765,2,regular,DUGASM,5,154.88,FFAmuseBouche,6,132.82,DUGASM,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=2
2018,16765,3,regular,Vaqueros,8,128.36,FFAmuseBouche,6,130.98,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=3
2018,16765,3,regular,Wet Serapas,1,193.48,Dezbians,4,142.56,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=3
2018,16765,3,regular,bigballs,2,89.92,Deepest,3,146.48,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=3
2018,16765,3,regular,DUGASM,5,163.38,Good Strongs,7,158.74,DUGASM,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=3
2018,16765,4,regular,Vaqueros,8,149.68,Deepest,3,153.58,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=4
2018,16765,4,regular,Wet Serapas,1,150.2,DUGASM,5,169.58,DUGASM,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=4
2018,16765,4,regular,bigballs,2,135.08,Dezbians,4,196.16,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=4
2018,16765,4,regular,FFAmuseBouche,6,170.36,Good Strongs,7,147.14,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=4
2018,16765,5,regular,Vaqueros,8,140.2,Good Strongs,7,151.96,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=5
2018,16765,5,regular,Wet Serapas,1,148.36,FFAmuseBouche,6,146.68,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=5
2018,16765,5,regular,bigballs,2,122.94,DUGASM,5,115.0,bigballs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=5
2018,16765,5,regular,Deepest,3,144.68,Dezbians,4,137.42,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=5
2018,16765,6,regular,Vaqueros,8,174.98,Dezbians,4,131.76,Vaqueros,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=6
2018,16765,6,regular,Wet Serapas,1,181.72,Good Strongs,7,156.1,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=6
2018,16765,6,regular,bigballs,2,118.04,FFAmuseBouche,6,142.64,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=6
2018,16765,6,regular,Deepest,3,197.06,DUGASM,5,167.12,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=6
2018,16765,7,regular,Vaqueros,8,147.36,Wet Serapas,1,168.42,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=7
2018,16765,7,regular,bigballs,2,133.04,Good Strongs,7,136.36,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=7
2018,16765,7,regular,Deepest,3,145.42,FFAmuseBouche,6,165.56,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=7
2018,16765,7,regular,Dezbians,4,148.88,DUGASM,5,129.14,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=7
2018,16765,8,regular,Vaqueros,8,172.76,DUGASM,5,136.76,Vaqueros,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=8
2018,16765,8,regular,Wet Serapas,1,164.94,bigballs,2,152.36,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=8
2018,16765,8,regular,Deepest,3,181.82,Good Strongs,7,148.76,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=8
2018,16765,8,regular,Dezbians,4,172.88,FFAmuseBouche,6,122.96,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=8
2018,16765,9,regular,Vaqueros,8,103.42,bigballs,2,166.24,bigballs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=9
2018,16765,9,regular,Wet Serapas,1,120.2,Deepest,3,114.66,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=9
2018,16765,9,regular,Dezbians,4,189.3,Good Strongs,7,156.76,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=9
2018,16765,9,regular,DUGASM,5,140.24,FFAmuseBouche,6,141.2,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=9
2018,16765,10,regular,Vaqueros,8,97.44,FFAmuseBouche,6,163.38,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=10
2018,16765,10,regular,Wet Serapas,1,227.54,Dezbians,4,194.1,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=10
2018,16765,10,regular,bigballs,2,130.14,Deepest,3,135.36,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=10
2018,16765,10,regular,DUGASM,5,143.0,Good Strongs,7,157.64,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=10
2018,16765,11,regular,Vaqueros,8,136.78,Deepest,3,149.84,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=11
2018,16765,11,regular,Wet Serapas,1,113.26,DUGASM,5,84.98,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=11
2018,16765,11,regular,bigballs,2,114.02,Dezbians,4,243.02,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=11
2018,16765,11,regular,FFAmuseBouche,6,170.16,Good Strongs,7,183.82,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=11
2018,16765,12,regular,Vaqueros,8,124.32,Good Strongs,7,137.4,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=12
2018,16765,12,regular,Wet Serapas,1,199.78,FFAmuseBouche,6,151.02,Wet Serapas,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=12
2018,16765,12,regular,bigballs,2,126.46,DUGASM,5,138.2,DUGASM,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=12
2018,16765,12,regular,Deepest,3,162.16,Dezbians,4,157.06,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=12
2018,16765,13,regular,Vaqueros,8,89.02,Dezbians,4,200.9,Dezbians,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=13
2018,16765,13,regular,Wet Serapas,1,130.02,Good Strongs,7,152.76,Good Strongs,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=13
2018,16765,13,regular,bigballs,2,114.98,FFAmuseBouche,6,146.22,FFAmuseBouche,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=13
2018,16765,13,regular,Deepest,3,178.76,DUGASM,5,127.7,Deepest,https://football.fantasysports.yahoo.com/2018/f1/16765?module=standings&lhst=matchups&matchup_week=13
