season,league_id,week,bracket,team_a,team_a_id,score_a,team_b,team_b_id,score_b,winner,source_url
2021,771925,8,regular,Vaqueros,8,122.42,DUGASM,5,134.98,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=8
2021,771925,8,regular,Wet Serapas,1,164.4,bigballs,2,149.62,Wet Serapas,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=8
2021,771925,8,regular,Deepest,3,150.54,Good Strongs,7,175.94,Good Strongs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=8
2021,771925,8,regular,Dezbians,4,99.66,FFAmuseBouche,6,96.68,Dezbians,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=8
2021,771925,9,regular,Vaqueros,8,78.72,bigballs,2,108.44,bigballs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=9
2021,771925,9,regular,Wet Serapas,1,110.96,Deepest,3,105.34,Wet Serapas,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=9
2021,771925,9,regular,Dezbians,4,102.12,Good Strongs,7,138.62,Good Strongs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=9
2021,771925,9,regular,DUGASM,5,189.22,FFAmuseBouche,6,152.92,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=9
2021,771925,10,regular,Vaqueros,8,168.68,FFAmuseBouche,6,150.54,Vaqueros,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=10
2021,771925,10,regular,Wet Serapas,1,125.92,Dezbians,4,155.3,Dezbians,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=10
2021,771925,10,regular,bigballs,2,96.2,Deepest,3,94.68,bigballs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=10
2021,771925,10,regular,DUGASM,5,131.18,Good Strongs,7,112.64,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=10
2021,771925,11,regular,Vaqueros,8,163.96,Deepest,3,131.04,Vaqueros,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=11
2021,771925,11,regular,Wet Serapas,1,157.36,DUGASM,5,192.4,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=11
2021,771925,11,regular,bigballs,2,111.66,Dezbians,4,121.64,Dezbians,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=11
2021,771925,11,regular,FFAmuseBouche,6,166.86,Good Strongs,7,111.36,FFAmuseBouche,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=11
2021,771925,12,regular,Vaqueros,8,142.84,Good Strongs,7,159.44,Good Strongs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=12
2021,771925,12,regular,Wet Serapas,1,151.92,FFAmuseBouche,6,143.26,Wet Serapas,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=12
2021,771925,12,regular,bigballs,2,125.78,DUGASM,5,133.02,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=12
2021,771925,12,regular,Deepest,3,130.36,Dezbians,4,84.34,Deepest,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=12
2021,771925,13,regular,Vaqueros,8,125.06,Dezbians,4,104.36,Vaqueros,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=13
2021,771925,13,regular,Wet Serapas,1,168.72,Good Strongs,7,145.54,Wet Serapas,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=13
2021,771925,13,regular,bigballs,2,146.02,FFAmuseBouche,6,133.72,bigballs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=13
2021,771925,13,regular,Deepest,3,154.96,DUGASM,5,170.48,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=13
2021,771925,14,regular,Vaqueros,8,192.56,Wet Serapas,1,141.6,Vaqueros,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=14
2021,771925,14,regular,bigballs,2,172.94,Good Strongs,7,131.5,bigballs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=14
2021,771925,14,regular,Deepest,3,158.62,FFAmuseBouche,6,151.38,Deepest,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=14
2021,771925,14,regular,Dezbians,4,151.86,DUGASM,5,139.42,Dezbians,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=14
2021,771925,15,championship,Vaqueros,8,158.62,Wet Serapas,1,92.42,Vaqueros,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=15
2021,771925,15,championship,Deepest,3,115.02,DUGASM,5,123.82,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=15
2021,771925,15,consolation,bigballs,2,101.46,FFAmuseBouche,6,109.62,FFAmuseBouche,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=15
2021,771925,15,consolation,Dezbians,4,130.08,Good Strongs,7,122.62,Dezbians,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=15
2021,771925,16,championship,Vaqueros,8,176.64,DUGASM,5,181.84,DUGASM,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=16
2021,771925,16,consolation,Wet Serapas,1,150.56,Deepest,3,126.48,Wet Serapas,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=16
2021,771925,16,consolation,bigballs,2,130.06,Good Strongs,7,104.54,bigballs,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=16
2021,771925,16,consolation,Dezbians,4,113.92,FFAmuseBouche,6,123.3,FFAmuseBouche,https://football.fantasysports.yahoo.com/2021/f1/771925?module=standings&lhst=matchups&matchup_week=16
